tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
403,5/1/2016 9:18,5/1/2016 9:25,3214,Essex Light Rail,40.7127742,-74.0364857,3211,Newark Ave,40.72152515,-74.04630454,24583,Subscriber,1948,1
647,5/1/2016 9:41,5/1/2016 9:52,3205,JC Medical Center,40.71653978,-74.04963791,3199,Newport Pkwy,40.7287448,-74.0321082,24561,Subscriber,1989,1
660,5/1/2016 9:46,5/1/2016 9:57,3202,Newport PATH,40.7272235,-74.0337589,3211,Newark Ave,40.72152515,-74.04630454,24389,Subscriber,1983,2
268,5/1/2016 9:50,5/1/2016 9:54,3209,Brunswick St,40.7241765,-74.0506564,3185,City Hall,40.7177325,-74.043845,24646,Subscriber,1979,1
494,5/1/2016 9:56,5/1/2016 10:04,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,24547,Subscriber,1966,2
602,5/1/2016 9:56,5/1/2016 10:06,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,24632,Subscriber,1977,1
989,5/1/2016 10:37,5/1/2016 10:53,3197,North St,40.752559,-74.044725,3209,Brunswick St,40.7241765,-74.0506564,24576,Subscriber,1994,1
215,5/1/2016 10:39,5/1/2016 10:43,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24536,Subscriber,1987,1
222,5/1/2016 10:41,5/1/2016 10:45,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,24518,Subscriber,1973,2
229,5/1/2016 11:00,5/1/2016 11:04,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,24607,Subscriber,1989,1
137,5/1/2016 11:01,5/1/2016 11:03,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,24578,Subscriber,1989,1
167,5/1/2016 11:13,5/1/2016 11:16,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24481,Subscriber,1992,1
194,5/1/2016 11:14,5/1/2016 11:17,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,24389,Subscriber,1976,1
387,5/1/2016 11:16,5/1/2016 11:22,3206,Hilltop,40.7311689,-74.0575736,3201,Dey St,40.737711,-74.066921,24703,Subscriber,1970,1
721,5/1/2016 11:20,5/1/2016 11:32,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,24532,Subscriber,1983,2
5532,5/1/2016 11:23,5/1/2016 12:55,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,24648,Subscriber,1981,2
231,5/1/2016 11:37,5/1/2016 11:40,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,24481,Subscriber,1992,1
509,5/1/2016 11:46,5/1/2016 11:54,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,24460,Subscriber,1987,2
500,5/1/2016 11:46,5/1/2016 11:54,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,24512,Subscriber,1984,1
314,5/1/2016 12:01,5/1/2016 12:06,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,24591,Subscriber,1968,1
208,5/1/2016 12:04,5/1/2016 12:07,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24460,Subscriber,1992,1
188,5/1/2016 12:04,5/1/2016 12:07,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24377,Subscriber,1992,1
1045,5/1/2016 12:06,5/1/2016 12:23,3199,Newport Pkwy,40.7287448,-74.0321082,3220,5 Corners Library,40.73496102,-74.05950308,24573,Subscriber,1972,1
399,5/1/2016 12:13,5/1/2016 12:20,3207,Oakland Ave,40.7376037,-74.0524783,3215,Central Ave,40.7467299,-74.0492509,24719,Subscriber,1974,2
321,5/1/2016 12:14,5/1/2016 12:19,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24649,Subscriber,1982,1
225,5/1/2016 12:18,5/1/2016 12:22,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24606,Subscriber,1981,1
184,5/1/2016 12:58,5/1/2016 13:01,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24723,Subscriber,1979,1
355,5/1/2016 13:00,5/1/2016 13:06,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,24646,Subscriber,1987,1
268,5/1/2016 13:22,5/1/2016 13:27,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24649,Subscriber,1976,1
334,5/1/2016 13:30,5/1/2016 13:35,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24438,Subscriber,1979,1
253,5/1/2016 13:54,5/1/2016 13:58,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24618,Subscriber,1976,1
401,5/1/2016 13:57,5/1/2016 14:03,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24422,Subscriber,1980,1
351,5/1/2016 13:59,5/1/2016 14:05,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24607,Subscriber,1982,2
596,5/1/2016 14:02,5/1/2016 14:12,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24606,Subscriber,1984,1
610,5/1/2016 14:02,5/1/2016 14:12,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24618,Subscriber,1987,2
162,5/1/2016 14:05,5/1/2016 14:07,3187,Warren St,40.7211236,-74.03805095,3185,City Hall,40.7177325,-74.043845,24408,Subscriber,1978,1
271,5/1/2016 14:23,5/1/2016 14:27,3187,Warren St,40.7211236,-74.03805095,3185,City Hall,40.7177325,-74.043845,24507,Subscriber,1986,1
564,5/1/2016 14:24,5/1/2016 14:33,3214,Essex Light Rail,40.7127742,-74.0364857,3205,JC Medical Center,40.71653978,-74.04963791,24600,Customer,,0
346,5/1/2016 14:30,5/1/2016 14:36,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24433,Subscriber,1990,1
162,5/1/2016 14:33,5/1/2016 14:36,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.7211236,-74.03805095,24607,Subscriber,1975,1
764,5/1/2016 14:40,5/1/2016 14:53,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24703,Customer,,0
663,5/1/2016 14:42,5/1/2016 14:53,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24685,Customer,,0
202,5/1/2016 14:51,5/1/2016 14:54,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,24648,Subscriber,1978,1
233,5/1/2016 14:52,5/1/2016 14:56,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24637,Subscriber,1984,1
186,5/1/2016 14:54,5/1/2016 14:57,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24470,Subscriber,1963,1
170,5/1/2016 14:57,5/1/2016 15:00,3206,Hilltop,40.7311689,-74.0575736,3209,Brunswick St,40.7241765,-74.0506564,24694,Subscriber,1961,1
496,5/1/2016 15:03,5/1/2016 15:12,3220,5 Corners Library,40.73496102,-74.05950308,3209,Brunswick St,40.7241765,-74.0506564,24484,Subscriber,1972,1
800,5/1/2016 15:13,5/1/2016 15:27,3195,Sip Ave,40.73074263,-74.06378388,3200,MLK Light Rail,40.7111305,-74.0788855,24722,Customer,,0
953,5/1/2016 15:14,5/1/2016 15:30,3209,Brunswick St,40.7241765,-74.0506564,3199,Newport Pkwy,40.7287448,-74.0321082,24484,Subscriber,1972,1
495,5/1/2016 15:21,5/1/2016 15:30,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24547,Subscriber,1966,2
500,5/1/2016 15:26,5/1/2016 15:34,3195,Sip Ave,40.73074263,-74.06378388,3210,Pershing Field,40.74267714,-74.05178863,24685,Subscriber,1982,1
573,5/1/2016 15:27,5/1/2016 15:37,3207,Oakland Ave,40.7376037,-74.0524783,3210,Pershing Field,40.74267714,-74.05178863,24462,Subscriber,1984,2
405,5/1/2016 15:31,5/1/2016 15:37,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24415,Subscriber,1986,1
396,5/1/2016 15:34,5/1/2016 15:41,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24690,Subscriber,1992,1
120,5/1/2016 15:34,5/1/2016 15:36,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,24377,Subscriber,1992,1
118,5/1/2016 15:34,5/1/2016 15:36,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,24460,Subscriber,1992,1
435,5/1/2016 15:54,5/1/2016 16:01,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24428,Subscriber,1975,1
1417,5/1/2016 15:55,5/1/2016 16:18,3201,Dey St,40.737711,-74.066921,3201,Dey St,40.737711,-74.066921,24584,Subscriber,1979,1
122,5/1/2016 15:57,5/1/2016 15:59,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,24493,Subscriber,1992,1
115,5/1/2016 15:57,5/1/2016 15:59,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,24526,Subscriber,1992,1
1366,5/1/2016 15:59,5/1/2016 16:22,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,24517,Subscriber,1986,1
471,5/1/2016 16:12,5/1/2016 16:20,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958612,-74.04311746,24474,Subscriber,1972,1
471,5/1/2016 16:12,5/1/2016 16:20,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958612,-74.04311746,24524,Subscriber,1986,1
642,5/1/2016 16:15,5/1/2016 16:26,3197,North St,40.752559,-74.044725,3197,North St,40.752559,-74.044725,24710,Subscriber,1993,1
553,5/1/2016 16:18,5/1/2016 16:27,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,24600,Customer,,0
411,5/1/2016 16:20,5/1/2016 16:27,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,24526,Subscriber,1985,1
395,5/1/2016 16:28,5/1/2016 16:35,3199,Newport Pkwy,40.7287448,-74.0321082,3211,Newark Ave,40.72152515,-74.04630454,24484,Subscriber,1986,1
507,5/1/2016 16:40,5/1/2016 16:48,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24678,Subscriber,1981,1
165,5/1/2016 16:45,5/1/2016 16:48,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24493,Subscriber,1969,1
310,5/1/2016 16:51,5/1/2016 16:56,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24649,Subscriber,1981,1
1347,5/1/2016 16:51,5/1/2016 17:14,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,24512,Subscriber,1986,1
1315,5/1/2016 16:52,5/1/2016 17:14,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,24637,Subscriber,1972,1
639,5/1/2016 16:54,5/1/2016 17:05,3194,McGinley Square,40.72533993,-74.06762213,3186,Grove St PATH,40.71958612,-74.04311746,24692,Subscriber,1985,1
174,5/1/2016 16:54,5/1/2016 16:57,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24493,Subscriber,1969,1
288,5/1/2016 17:00,5/1/2016 17:05,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,24690,Subscriber,1984,1
683,5/1/2016 17:00,5/1/2016 17:11,3212,Christ Hospital,40.73478582,-74.05044364,3220,5 Corners Library,40.73496102,-74.05950308,24718,Subscriber,1990,1
461,5/1/2016 17:02,5/1/2016 17:09,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,24695,Customer,,0
520,5/1/2016 17:04,5/1/2016 17:13,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.73074263,-74.06378388,24614,Subscriber,1978,0
610,5/1/2016 17:06,5/1/2016 17:16,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,24530,Subscriber,1965,1
593,5/1/2016 17:13,5/1/2016 17:23,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,24646,Subscriber,1987,1
126,5/1/2016 17:24,5/1/2016 17:26,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24433,Subscriber,1987,1
1194,5/1/2016 17:30,5/1/2016 17:50,3201,Dey St,40.737711,-74.066921,3186,Grove St PATH,40.71958612,-74.04311746,24584,Subscriber,1992,2
522,5/1/2016 17:32,5/1/2016 17:41,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,24391,Subscriber,1987,1
348,5/1/2016 17:32,5/1/2016 17:38,3210,Pershing Field,40.74267714,-74.05178863,3197,North St,40.752559,-74.044725,24455,Subscriber,1956,1
120,5/1/2016 17:35,5/1/2016 17:37,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3194,McGinley Square,40.72533993,-74.06762213,24618,Subscriber,1986,1
540,5/1/2016 17:36,5/1/2016 17:45,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24518,Subscriber,1973,2
499,5/1/2016 17:39,5/1/2016 17:47,3220,5 Corners Library,40.73496102,-74.05950308,3212,Christ Hospital,40.73478582,-74.05044364,24718,Subscriber,1990,1
142,5/1/2016 17:45,5/1/2016 17:47,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24643,Subscriber,1988,1
233,5/1/2016 17:47,5/1/2016 17:51,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24618,Subscriber,1986,1
322,5/1/2016 17:47,5/1/2016 17:53,3211,Newark Ave,40.72152515,-74.04630454,3185,City Hall,40.7177325,-74.043845,24636,Subscriber,1964,2
302,5/1/2016 17:50,5/1/2016 17:55,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24646,Subscriber,1968,1
503,5/1/2016 17:51,5/1/2016 17:59,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24530,Subscriber,1984,1
743,5/1/2016 17:56,5/1/2016 18:09,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24584,Subscriber,1985,1
432,5/1/2016 18:02,5/1/2016 18:10,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24637,Subscriber,1977,2
283,5/1/2016 18:04,5/1/2016 18:09,3187,Warren St,40.7211236,-74.03805095,3185,City Hall,40.7177325,-74.043845,24600,Subscriber,1965,1
1668,5/1/2016 18:07,5/1/2016 18:35,3197,North St,40.752559,-74.044725,3196,Riverview Park,40.7443187,-74.0439909,24455,Subscriber,1956,1
374,5/1/2016 18:18,5/1/2016 18:24,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3209,Brunswick St,40.7241765,-74.0506564,24666,Subscriber,1978,2
509,5/1/2016 18:27,5/1/2016 18:35,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,24476,Subscriber,1964,2
569,5/1/2016 18:31,5/1/2016 18:40,3199,Newport Pkwy,40.7287448,-74.0321082,3211,Newark Ave,40.72152515,-74.04630454,24459,Subscriber,1988,1
751,5/1/2016 18:42,5/1/2016 18:54,3214,Essex Light Rail,40.7127742,-74.0364857,3194,McGinley Square,40.72533993,-74.06762213,24529,Subscriber,1973,1
464,5/1/2016 18:42,5/1/2016 18:50,3194,McGinley Square,40.72533993,-74.06762213,3211,Newark Ave,40.72152515,-74.04630454,24472,Subscriber,1968,1
218,5/1/2016 18:47,5/1/2016 18:50,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24474,Subscriber,1986,1
228,5/1/2016 18:47,5/1/2016 18:51,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24524,Subscriber,1987,2
254,5/1/2016 18:50,5/1/2016 18:54,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,24408,Subscriber,1987,2
1401,5/1/2016 18:53,5/1/2016 19:16,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24530,Subscriber,1984,1
287,5/1/2016 18:54,5/1/2016 18:59,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24692,Subscriber,1980,1
1211,5/1/2016 18:56,5/1/2016 19:17,3193,Lincoln Park,40.7246051,-74.07840595,3206,Hilltop,40.7311689,-74.0575736,24678,Subscriber,1991,2
1205,5/1/2016 18:57,5/1/2016 19:17,3193,Lincoln Park,40.7246051,-74.07840595,3206,Hilltop,40.7311689,-74.0575736,24616,Subscriber,1979,1
200,5/1/2016 18:59,5/1/2016 19:03,3198,Heights Elevator,40.74871595,-74.0404433,3197,North St,40.752559,-74.044725,24644,Subscriber,1977,1
461,5/1/2016 19:08,5/1/2016 19:16,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24618,Subscriber,1986,1
408,5/1/2016 19:11,5/1/2016 19:18,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24614,Subscriber,1987,1
172,5/1/2016 19:12,5/1/2016 19:15,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24591,Subscriber,1977,1
281,5/1/2016 19:20,5/1/2016 19:25,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24712,Subscriber,1982,1
129,5/1/2016 19:27,5/1/2016 19:29,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,24643,Subscriber,1988,1
1387,5/1/2016 19:45,5/1/2016 20:08,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,24578,Subscriber,1964,1
815,5/1/2016 20:00,5/1/2016 20:14,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24428,Subscriber,1956,1
305,5/1/2016 20:20,5/1/2016 20:25,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24651,Subscriber,1948,1
148,5/1/2016 20:30,5/1/2016 20:32,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,24497,Subscriber,1981,1
422,5/1/2016 20:39,5/1/2016 20:46,3184,Paulus Hook,40.7141454,-74.0335519,3213,Van Vorst Park,40.71848892,-74.04772663,24522,Subscriber,1990,1
516,5/1/2016 20:40,5/1/2016 20:48,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,24606,Subscriber,1987,1
